accident_index,accident_severity,speed_limit,weather_conditions,road_surface_conditions,day_of_week,urban_or_rural_area,light_conditions
2023000558,2,70.0,1.0,2.0,1,1,4
2023000559,3,30.0,1.0,1.0,7,1,6
2023000560,3,70.0,1.0,1.0,7,2,1
2023000561,3,30.0,1.0,1.0,2,1,1
2023000562,3,70.0,1.0,1.0,4,2,1
2023000563,2,30.0,1.0,1.0,6,2,5
2023000564,1,30.0,2.0,2.0,6,2,6
2023000565,3,20.0,1.0,1.0,3,1,1
2023000566,3,50.0,1.0,1.0,6,2,1
2023000567,3,70.0,1.0,4.0,1,3,1
2023000568,3,30.0,1.0,1.0,6,1,1
2023000569,3,70.0,1.0,1.0,1,1,7
2023000570,3,40.0,1.0,2.0,6,3,5
2023000571,3,40.0,2.0,2.0,3,1,5
2023000572,3,60.0,1.0,2.0,4,1,1
2023000573,3,30.0,1.0,2.0,5,1,7
2023000574,3,30.0,1.0,1.0,4,1,5
2023000575,3,70.0,5.0,1.0,1,1,1
2023000576,3,70.0,1.0,2.0,7,1,4
2023000577,2,70.0,2.0,1.0,5,1,1
2023000578,3,70.0,1.0,1.0,2,2,4
2023000579,3,30.0,1.0,2.0,3,1,7
2023000580,3,60.0,2.0,2.0,4,1,1
2023000581,3,30.0,3.0,1.0,5,2,5
2023000582,3,70.0,1.0,,3,2,1
2023000583,3,30.0,,2.0,4,1,6
2023000584,3,40.0,1.0,4.0,1,1,1
2023000585,3,30.0,1.0,3.0,1,1,4
2023000586,3,30.0,4.0,1.0,7,1,1
2023000587,2,30.0,1.0,2.0,1,2,1
2023000588,2,70.0,1.0,2.0,2,1,1
2023000589,2,60.0,4.0,2.0,6,1,1
2023000590,2,30.0,1.0,2.0,1,1,7
2023000591,2,50.0,1.0,1.0,1,1,1
2023000592,3,40.0,4.0,1.0,6,1,1
2023000593,3,30.0,1.0,1.0,1,2,1
2023000594,3,30.0,1.0,2.0,5,3,1
2023000595,3,70.0,1.0,2.0,7,1,1
2023000596,3,50.0,1.0,1.0,3,1,7
2023000597,3,30.0,1.0,1.0,2,1,1
2023000598,3,40.0,1.0,2.0,4,2,5
2023000599,3,30.0,8.0,1.0,6,1,5
2023000600,2,30.0,9.0,1.0,7,2,4
2023000601,2,30.0,4.0,1.0,7,1,6
2023000602,3,30.0,1.0,3.0,6,1,6
2023000603,3,40.0,8.0,2.0,6,1,1
2023000604,2,70.0,1.0,1.0,2,1,6
2023000605,2,30.0,1.0,1.0,3,2,1
2023000606,3,30.0,2.0,1.0,7,1,1
2023000607,3,40.0,1.0,2.0,1,2,1
2023000608,3,70.0,1.0,2.0,6,1,1
2023000609,3,50.0,3.0,1.0,1,1,1
2023000610,3,70.0,1.0,1.0,4,1,5
2023000611,2,30.0,1.0,3.0,6,1,1
2023000612,3,50.0,1.0,1.0,7,2,1
2023000613,3,30.0,5.0,1.0,2,1,7
2023000614,2,30.0,1.0,2.0,2,1,1
2023000615,3,30.0,1.0,5.0,7,1,1
2023000616,3,30.0,1.0,2.0,7,1,6
2023000617,2,70.0,1.0,1.0,4,2,6
2023000618,3,70.0,9.0,1.0,2,2,1
2023000619,3,30.0,1.0,1.0,2,1,1
2023000620,3,30.0,1.0,1.0,2,2,6
2023000621,3,30.0,1.0,1.0,6,2,1
2023000622,3,30.0,4.0,1.0,4,1,1
2023000623,3,40.0,1.0,2.0,6,1,1
2023000624,3,70.0,1.0,1.0,4,1,4
2023000625,3,70.0,1.0,1.0,3,1,1
2023000626,3,40.0,1.0,1.0,2,1,1
2023000627,3,60.0,5.0,1.0,3,1,1
2023000628,3,30.0,5.0,1.0,5,1,1
2023000629,2,30.0,5.0,2.0,5,2,1
2023000630,3,30.0,5.0,1.0,2,1,1
2023000631,3,40.0,3.0,2.0,1,2,6
2023000632,3,50.0,1.0,1.0,7,2,6
2023000633,3,30.0,3.0,1.0,5,2,5
2023000634,3,30.0,1.0,1.0,1,1,1
2023000635,2,30.0,1.0,1.0,3,1,1
2023000636,3,70.0,1.0,2.0,2,1,1
2023000637,3,30.0,9.0,2.0,7,3,1
2023000638,3,50.0,1.0,1.0,3,2,5
2023000639,3,50.0,4.0,1.0,6,1,1
2023000640,3,30.0,1.0,1.0,3,1,7
2023000641,2,40.0,1.0,,4,2,5
2023000642,3,70.0,,1.0,2,2,7
2023000643,3,30.0,1.0,2.0,4,2,1
2023000644,3,70.0,1.0,1.0,3,2,1
2023000645,2,30.0,1.0,1.0,1,1,1
2023000646,3,30.0,3.0,1.0,2,2,1
2023000647,3,70.0,1.0,1.0,2,2,7
2023000648,3,60.0,1.0,1.0,5,2,1
2023000649,3,70.0,1.0,1.0,1,1,1
2023000650,3,40.0,1.0,1.0,6,2,1
2023000651,2,70.0,1.0,1.0,1,2,7
2023000652,3,60.0,1.0,1.0,3,1,1
2023000653,3,60.0,1.0,1.0,3,1,5
2023000654,3,40.0,1.0,1.0,3,2,1
2023000655,3,30.0,2.0,1.0,5,2,6
2023000656,2,70.0,3.0,1.0,1,1,1
2023000657,3,30.0,1.0,1.0,4,2,1
2023000658,3,30.0,1.0,1.0,1,1,4
2023000659,3,30.0,1.0,2.0,4,2,5
2023000660,3,40.0,1.0,1.0,2,3,1
2023000661,3,30.0,2.0,3.0,4,1,4
2023000662,3,20.0,1.0,1.0,7,3,1
2023000663,3,70.0,1.0,3.0,2,1,6
2023000664,3,30.0,1.0,2.0,6,2,1
2023000665,2,40.0,8.0,2.0,6,1,1
2023000666,2,30.0,3.0,3.0,7,1,1
2023000667,3,20.0,4.0,1.0,3,2,1
2023000668,2,30.0,1.0,1.0,7,2,1
2023000669,3,50.0,1.0,1.0,1,1,1
2023000670,3,30.0,1.0,1.0,3,1,1
2023000671,3,70.0,1.0,1.0,1,1,1
2023000672,3,30.0,1.0,1.0,4,2,1
2023000673,2,30.0,1.0,1.0,1,1,5
2023000674,3,30.0,1.0,1.0,4,1,5
2023000675,3,20.0,3.0,1.0,1,2,1
2023000676,3,50.0,1.0,1.0,7,2,1
2023000677,2,70.0,1.0,5.0,7,1,1
2023000678,3,40.0,1.0,1.0,7,2,5
2023000679,3,30.0,,1.0,7,2,7
2023000680,3,30.0,1.0,1.0,2,1,1
2023000681,3,30.0,1.0,2.0,4,2,5
2023000682,3,70.0,1.0,1.0,7,2,1
2023000683,3,30.0,1.0,4.0,3,1,1
2023000684,3,50.0,1.0,1.0,3,1,1
2023000685,3,30.0,1.0,1.0,3,2,1
2023000686,3,30.0,1.0,4.0,3,1,5
2023000687,3,30.0,1.0,3.0,2,1,4
2023000688,3,30.0,1.0,1.0,2,1,6
2023000689,3,50.0,3.0,1.0,5,1,1
2023000690,3,30.0,1.0,2.0,5,1,1
2023000691,3,50.0,1.0,1.0,7,1,1
2023000692,3,30.0,5.0,1.0,5,1,1
2023000693,3,70.0,3.0,1.0,6,1,1
2023000694,3,30.0,9.0,1.0,7,1,5
2023000695,2,70.0,1.0,2.0,5,2,1
2023000696,3,60.0,1.0,1.0,1,2,7
2023000697,3,70.0,1.0,3.0,6,1,4
2023000698,3,30.0,1.0,1.0,4,3,5
2023000699,2,50.0,9.0,1.0,3,2,7
2023000700,3,30.0,1.0,1.0,1,2,1
2023000701,3,30.0,4.0,2.0,6,1,1
2023000702,2,30.0,1.0,4.0,7,1,5
2023000703,3,30.0,1.0,2.0,2,3,6
2023000704,2,70.0,5.0,1.0,3,1,1
2023000705,2,30.0,2.0,4.0,4,2,1
2023000706,3,40.0,9.0,3.0,4,1,1
2023000707,3,40.0,2.0,1.0,7,2,1
2023000708,3,30.0,1.0,1.0,7,1,6
2023000709,3,40.0,1.0,1.0,2,1,1
2023000710,3,,5.0,1.0,3,2,5
2023000711,3,40.0,1.0,5.0,5,1,6
2023000712,3,30.0,1.0,1.0,3,1,5
2023000713,3,70.0,1.0,1.0,3,1,1
2023000714,3,50.0,1.0,,4,1,4
2023000715,3,70.0,1.0,1.0,2,1,7
2023000716,3,20.0,2.0,2.0,3,2,1
2023000717,3,30.0,1.0,1.0,1,2,1
2023000718,3,30.0,1.0,1.0,1,3,6
2023000719,2,20.0,3.0,4.0,7,1,1
2023000720,3,30.0,1.0,2.0,2,1,1
2023000721,3,40.0,3.0,1.0,5,2,7
2023000722,3,30.0,1.0,1.0,6,2,5
2023000723,2,30.0,8.0,1.0,3,2,1
2023000724,3,70.0,1.0,2.0,6,1,1
2023000725,3,40.0,1.0,2.0,3,2,1
2023000726,3,30.0,4.0,1.0,4,1,1
2023000727,2,30.0,2.0,2.0,3,1,1
2023000728,3,30.0,1.0,1.0,6,2,1
2023000729,3,30.0,9.0,1.0,5,1,6
2023000730,2,40.0,1.0,1.0,3,1,1
2023000731,2,30.0,8.0,1.0,3,2,1
2023000732,3,70.0,1.0,1.0,7,2,5
2023000733,3,50.0,1.0,2.0,4,2,4
2023000734,3,40.0,1.0,1.0,1,1,1
2023000735,3,30.0,1.0,2.0,1,1,1
2023000736,3,30.0,1.0,2.0,7,1,6
2023000737,3,50.0,1.0,2.0,5,2,1
2023000738,3,30.0,1.0,1.0,2,1,5
2023000739,3,30.0,1.0,1.0,2,1,6
2023000740,3,30.0,1.0,1.0,4,1,1
2023000741,3,30.0,4.0,1.0,6,1,6
2023000742,3,50.0,1.0,2.0,6,2,5
2023000743,3,30.0,2.0,1.0,3,1,1
2023000744,3,30.0,8.0,1.0,4,2,1
2023000745,3,30.0,1.0,1.0,6,1,6
2023000746,3,40.0,9.0,3.0,1,1,1
2023000747,3,70.0,1.0,1.0,7,2,1
2023000748,3,70.0,1.0,1.0,5,2,5
2023000749,3,30.0,1.0,2.0,2,2,5
2023000750,3,20.0,1.0,1.0,7,2,1
2023000751,2,30.0,4.0,1.0,3,1,1
2023000752,3,40.0,1.0,1.0,7,1,5
2023000753,3,40.0,1.0,1.0,2,1,1
2023000754,3,40.0,2.0,1.0,1,2,1
2023000755,2,30.0,1.0,1.0,3,1,1
2023000756,3,40.0,1.0,3.0,1,1,1
2023000757,3,30.0,1.0,2.0,2,2,1
2023000758,3,50.0,5.0,5.0,2,1,6
2023000759,3,30.0,3.0,1.0,1,1,1
2023000760,3,50.0,1.0,1.0,3,1,6
2023000761,2,20.0,1.0,4.0,1,2,6
2023000762,3,30.0,1.0,1.0,3,3,1
2023000763,3,50.0,1.0,2.0,4,1,1
2023000764,3,30.0,2.0,1.0,4,1,6
2023000765,2,50.0,1.0,2.0,3,1,1
2023000766,3,40.0,1.0,3.0,1,1,1
2023000767,3,40.0,5.0,1.0,7,1,1
2023000768,3,30.0,3.0,1.0,7,1,5
2023000769,3,30.0,1.0,1.0,3,2,1
2023000770,3,40.0,1.0,1.0,2,1,1
2023000771,2,30.0,1.0,1.0,7,2,6
2023000772,3,40.0,,,1,1,7
2023000773,2,30.0,1.0,1.0,6,1,1
2023000774,3,30.0,1.0,1.0,3,1,1
2023000775,3,30.0,3.0,1.0,2,2,5
2023000776,2,20.0,9.0,1.0,5,2,5
2023000777,3,30.0,1.0,1.0,2,1,1
2023000778,3,50.0,1.0,2.0,6,1,1
2023000779,3,50.0,2.0,2.0,3,2,1
2023000780,3,30.0,5.0,1.0,1,2,1
2023000781,3,70.0,4.0,1.0,1,2,5
2023000782,3,30.0,1.0,2.0,4,1,1
2023000783,3,70.0,1.0,,6,2,1
2023000784,3,50.0,2.0,1.0,3,1,1
2023000785,3,50.0,1.0,1.0,2,1,5
2023000786,3,30.0,1.0,1.0,2,1,4
2023000787,3,30.0,1.0,1.0,6,1,1
2023000788,3,20.0,2.0,5.0,3,1,1
2023000789,3,50.0,1.0,1.0,2,1,4
2023000790,3,30.0,4.0,3.0,7,1,1
2023000791,2,50.0,1.0,1.0,5,2,1
2023000792,3,30.0,2.0,2.0,6,3,1
2023000793,3,60.0,1.0,1.0,4,1,1
2023000794,3,30.0,1.0,1.0,1,1,1
2023000795,1,30.0,2.0,2.0,2,1,6
2023000796,3,30.0,2.0,2.0,5,1,6
2023000797,3,30.0,5.0,1.0,3,1,1
2023000798,3,30.0,1.0,2.0,2,1,1
2023000799,3,50.0,1.0,1.0,6,1,1
2023000800,3,30.0,1.0,2.0,3,2,1
2023000801,3,30.0,1.0,2.0,5,3,1
2023000802,2,60.0,4.0,1.0,5,2,1
2023000803,3,30.0,1.0,1.0,7,1,5
2023000804,3,70.0,1.0,1.0,1,2,1
2023000805,3,70.0,1.0,3.0,3,1,1
2023000806,3,30.0,1.0,1.0,4,1,1
2023000807,3,30.0,5.0,1.0,1,2,4
2023000808,3,,1.0,1.0,3,2,6
2023000809,3,50.0,1.0,,7,2,1
2023000810,2,40.0,3.0,1.0,3,1,1
2023000811,3,40.0,1.0,2.0,7,2,1
2023000812,3,50.0,1.0,3.0,5,2,1
2023000813,2,30.0,1.0,1.0,6,1,1
2023000814,3,60.0,1.0,1.0,5,1,1
2023000815,3,50.0,1.0,5.0,3,1,5
2023000816,3,40.0,1.0,1.0,6,1,1
2023000817,3,70.0,1.0,,6,2,4
2023000818,3,50.0,1.0,2.0,5,1,1
2023000819,2,30.0,1.0,2.0,7,2,7
2023000820,3,30.0,1.0,1.0,7,2,1
2023000821,3,30.0,5.0,1.0,7,1,1
2023000822,1,30.0,1.0,2.0,3,1,7
2023000823,3,70.0,4.0,1.0,3,1,1
2023000824,3,30.0,1.0,2.0,6,1,1
2023000825,3,40.0,1.0,1.0,1,1,1
2023000826,3,30.0,1.0,1.0,1,1,1
2023000827,3,20.0,8.0,1.0,4,2,1
2023000828,3,70.0,1.0,3.0,1,2,4
2023000829,3,70.0,1.0,1.0,2,2,1
2023000830,3,30.0,9.0,1.0,2,2,5
2023000831,3,30.0,4.0,3.0,5,2,1
2023000832,3,30.0,1.0,2.0,6,1,1
2023000833,2,30.0,9.0,4.0,2,1,1
2023000834,3,30.0,2.0,1.0,1,2,7
2023000835,3,30.0,1.0,2.0,6,2,5
2023000836,3,70.0,1.0,1.0,4,1,1
2023000837,3,40.0,1.0,2.0,3,1,5
2023000838,3,70.0,1.0,2.0,4,1,1
2023000839,3,40.0,2.0,1.0,1,1,6
2023000840,3,30.0,1.0,1.0,1,1,1
2023000841,1,70.0,1.0,2.0,1,1,1
2023000842,3,30.0,4.0,1.0,5,2,1
2023000843,3,70.0,1.0,2.0,2,2,4
2023000844,3,30.0,9.0,1.0,1,2,1
2023000845,2,30.0,8.0,3.0,3,1,1
2023000846,3,70.0,5.0,1.0,2,1,4
2023000847,2,40.0,3.0,1.0,2,1,1
2023000848,3,70.0,1.0,1.0,5,2,1
2023000849,3,70.0,1.0,1.0,4,1,5
2023000850,3,30.0,1.0,1.0,6,1,6
2023000851,2,30.0,1.0,1.0,2,1,4
2023000852,3,30.0,1.0,1.0,2,1,1
2023000853,3,40.0,1.0,2.0,1,1,1
2023000854,3,50.0,8.0,1.0,3,2,5
2023000855,3,30.0,5.0,2.0,1,1,1
2023000856,3,40.0,1.0,1.0,3,1,1
2023000857,2,50.0,1.0,1.0,2,1,1
2023000858,3,30.0,1.0,1.0,3,2,4
2023000859,3,60.0,4.0,1.0,1,1,1
2023000860,2,40.0,1.0,1.0,1,2,6
2023000861,3,70.0,1.0,1.0,4,1,1
2023000862,3,30.0,1.0,1.0,5,1,5
2023000863,3,30.0,1.0,1.0,4,1,1
2023000864,3,30.0,8.0,1.0,2,1,1
2023000865,3,30.0,1.0,1.0,3,2,1
2023000866,3,70.0,1.0,1.0,1,2,5
2023000867,2,20.0,4.0,2.0,1,2,1
2023000868,3,50.0,4.0,1.0,1,1,1
2023000869,3,30.0,4.0,1.0,6,1,6
2023000870,3,30.0,1.0,1.0,1,2,1
2023000871,3,30.0,1.0,1.0,6,1,7
2023000872,3,40.0,1.0,1.0,2,2,5
2023000873,3,40.0,1.0,2.0,5,3,4
2023000874,3,30.0,1.0,2.0,4,1,1
2023000875,2,70.0,1.0,1.0,6,1,1
2023000876,2,30.0,1.0,1.0,4,2,1
2023000877,3,30.0,5.0,1.0,6,1,1
2023000878,3,30.0,1.0,1.0,1,1,1
2023000879,2,30.0,5.0,3.0,1,1,1
2023000880,3,70.0,1.0,2.0,3,1,1
2023000881,3,30.0,1.0,1.0,1,2,1
2023000882,3,30.0,1.0,4.0,4,1,1
2023000883,1,30.0,2.0,1.0,3,2,5
2023000884,2,40.0,1.0,1.0,7,2,4
2023000885,3,30.0,4.0,1.0,3,1,6
2023000886,3,40.0,1.0,1.0,1,2,1
2023000887,3,30.0,5.0,2.0,7,1,5
2023000888,3,30.0,1.0,2.0,7,2,1
2023000889,2,60.0,4.0,1.0,3,2,1
2023000890,3,30.0,1.0,1.0,5,1,1
2023000891,3,70.0,3.0,2.0,1,2,5
2023000892,3,30.0,1.0,2.0,5,1,1
2023000893,3,60.0,1.0,1.0,1,2,1
2023000894,3,30.0,5.0,1.0,6,2,1
2023000895,3,40.0,1.0,2.0,5,2,1
2023000896,3,30.0,1.0,2.0,7,1,1
2023000897,3,30.0,3.0,2.0,1,2,1
2023000898,3,30.0,1.0,1.0,4,2,4
2023000899,1,30.0,1.0,1.0,6,1,1
2023000900,2,30.0,1.0,2.0,6,1,4
2023000901,3,30.0,3.0,2.0,6,1,1
2023000902,2,40.0,1.0,1.0,1,1,1
2023000903,3,50.0,1.0,1.0,4,1,4
2023000904,3,40.0,2.0,3.0,2,1,4
2023000905,3,40.0,4.0,3.0,6,2,1
2023000906,3,30.0,5.0,2.0,2,2,1
2023000907,3,30.0,2.0,1.0,1,2,6
2023000908,3,30.0,1.0,2.0,6,2,6
2023000909,3,60.0,1.0,1.0,4,1,1
2023000910,3,30.0,1.0,2.0,4,1,7
2023000911,3,20.0,,1.0,6,2,1
2023000912,3,40.0,9.0,2.0,7,2,1
2023000913,3,30.0,2.0,1.0,3,1,6
2023000914,3,70.0,1.0,2.0,3,1,1
2023000915,3,70.0,1.0,1.0,6,1,1
2023000916,3,30.0,1.0,1.0,7,1,1
2023000917,3,30.0,1.0,2.0,5,1,1
2023000918,3,30.0,2.0,1.0,3,2,1
2023000919,3,40.0,1.0,1.0,1,2,1
2023000920,2,30.0,1.0,5.0,3,1,1
2023000921,3,50.0,5.0,1.0,3,1,1
2023000922,3,40.0,1.0,2.0,7,2,1
2023000923,3,30.0,1.0,1.0,1,1,4
2023000924,3,20.0,1.0,2.0,1,2,4
2023000925,3,50.0,5.0,2.0,7,1,5
2023000926,2,,4.0,2.0,5,1,1
2023000927,3,60.0,1.0,5.0,4,1,1
2023000928,3,30.0,1.0,1.0,3,2,4
2023000929,3,40.0,1.0,2.0,6,1,1
2023000930,3,70.0,1.0,2.0,6,1,1
2023000931,2,70.0,1.0,1.0,2,1,1
2023000932,3,30.0,1.0,1.0,4,2,1
2023000933,3,30.0,1.0,4.0,1,2,1
2023000934,3,50.0,2.0,1.0,6,1,1
2023000935,3,30.0,1.0,1.0,7,1,1
2023000936,3,30.0,1.0,1.0,3,2,1
2023000937,1,70.0,1.0,1.0,5,2,7
2023000938,3,30.0,1.0,2.0,7,2,6
2023000939,2,20.0,1.0,1.0,2,2,1
2023000940,3,20.0,1.0,1.0,4,2,6
2023000941,3,40.0,3.0,2.0,3,1,5
2023000942,3,40.0,2.0,1.0,1,1,1
2023000943,3,30.0,3.0,2.0,4,2,1
2023000944,3,30.0,1.0,2.0,7,1,1
2023000945,3,30.0,2.0,2.0,7,1,4
2023000946,1,40.0,1.0,2.0,2,2,1
2023000947,2,30.0,9.0,1.0,1,1,5
2023000948,3,70.0,1.0,1.0,2,2,1
2023000949,3,30.0,1.0,1.0,3,1,1
2023000950,3,70.0,1.0,1.0,4,1,6
2023000951,3,30.0,9.0,1.0,5,1,6
2023000952,3,50.0,9.0,1.0,7,2,6
2023000953,3,30.0,2.0,1.0,3,2,5
2023000954,3,30.0,1.0,1.0,6,1,4
2023000955,3,70.0,1.0,1.0,3,1,1
2023000956,3,70.0,9.0,1.0,5,1,1
2023000957,3,30.0,1.0,1.0,5,1,1
2023000958,2,50.0,5.0,1.0,6,1,1
2023000959,2,40.0,1.0,2.0,6,1,1
2023000960,3,70.0,1.0,2.0,1,2,1
2023000961,2,30.0,4.0,2.0,2,2,1
2023000962,3,30.0,1.0,2.0,3,1,1
2023000963,3,30.0,5.0,2.0,1,2,4
2023000964,3,30.0,1.0,1.0,6,1,1
2023000965,3,70.0,5.0,1.0,1,1,1
2023000966,3,30.0,1.0,2.0,3,2,1
2023000967,3,30.0,2.0,1.0,2,1,1
2023000968,3,40.0,1.0,1.0,5,1,7
2023000969,3,40.0,1.0,1.0,3,1,4
2023000970,3,30.0,1.0,1.0,2,2,1
2023000971,3,30.0,8.0,2.0,5,2,1
2023000972,3,70.0,1.0,1.0,7,1,1
2023000973,3,30.0,1.0,1.0,7,2,4
2023000974,3,40.0,5.0,1.0,7,1,7
2023000975,2,50.0,1.0,2.0,4,2,1
2023000976,3,30.0,1.0,2.0,3,2,4
2023000977,3,70.0,1.0,1.0,7,1,1
2023000978,2,50.0,4.0,2.0,6,2,1
2023000979,3,30.0,1.0,1.0,3,2,1
2023000980,3,40.0,1.0,2.0,6,2,1
2023000981,3,40.0,5.0,2.0,2,2,1
2023000982,3,40.0,3.0,4.0,1,1,1
2023000983,2,70.0,1.0,1.0,1,1,4
2023000984,2,30.0,2.0,,2,1,6
2023000985,3,30.0,5.0,1.0,3,1,1
2023000986,3,30.0,1.0,1.0,3,1,1
2023000987,3,20.0,3.0,1.0,6,1,1
2023000988,3,20.0,1.0,1.0,3,1,1
2023000989,3,70.0,1.0,1.0,4,2,1
2023000990,3,40.0,1.0,3.0,6,2,1
2023000991,3,40.0,1.0,1.0,1,1,1
2023000992,3,40.0,1.0,4.0,7,1,4
2023000993,3,60.0,2.0,2.0,4,1,1
2023000994,3,30.0,1.0,2.0,3,2,4
2023000995,3,70.0,1.0,3.0,7,1,6
2023000996,2,30.0,1.0,2.0,1,3,1
2023000997,3,70.0,3.0,2.0,7,2,1
2023000998,2,40.0,1.0,1.0,6,2,1
2023000999,3,30.0,1.0,1.0,3,1,4
2023001000,3,40.0,1.0,3.0,6,1,1
2023001001,3,30.0,2.0,1.0,3,3,5
2023001002,3,30.0,1.0,1.0,2,1,1
2023001003,3,40.0,2.0,2.0,1,1,1
2023001004,3,30.0,1.0,1.0,3,1,4
2023001005,3,30.0,1.0,2.0,5,1,6
2023001006,3,70.0,1.0,1.0,5,2,5
2023001007,3,40.0,5.0,1.0,7,1,6
2023001008,3,70.0,1.0,1.0,7,2,1
2023001009,3,40.0,1.0,3.0,6,2,1
2023001010,3,30.0,1.0,1.0,3,1,1
2023001011,3,30.0,1.0,2.0,7,2,1
2023001012,3,40.0,1.0,1.0,2,3,4
2023001013,3,70.0,3.0,1.0,6,3,1
2023001014,2,30.0,1.0,1.0,3,2,1
2023001015,3,70.0,1.0,1.0,7,1,4
2023001016,3,70.0,1.0,1.0,7,1,1
2023001017,3,40.0,1.0,1.0,5,1,1
2023001018,3,70.0,1.0,1.0,1,1,6
2023001019,3,30.0,,1.0,7,1,5
2023001020,2,70.0,5.0,2.0,2,1,1
2023001021,3,50.0,1.0,1.0,3,1,4
2023001022,3,20.0,2.0,1.0,7,1,1
2023001023,3,70.0,1.0,1.0,5,1,1
2023001024,3,30.0,1.0,3.0,7,1,1
2023001025,3,30.0,3.0,2.0,7,2,5
2023001026,3,40.0,3.0,2.0,1,1,1
2023001027,3,30.0,1.0,1.0,5,2,4
2023001028,3,30.0,1.0,2.0,6,2,1
2023001029,3,60.0,1.0,2.0,2,1,5
2023001030,3,20.0,1.0,3.0,6,3,1
2023001031,2,30.0,1.0,1.0,4,2,1
2023001032,3,20.0,3.0,3.0,3,1,5
2023001033,3,30.0,1.0,1.0,6,1,4
2023001034,2,50.0,1.0,1.0,1,2,4
2023001035,2,50.0,1.0,1.0,2,1,1
2023001036,3,70.0,1.0,1.0,7,1,1
2023001037,3,40.0,1.0,1.0,7,2,1
2023001038,3,30.0,1.0,1.0,2,2,1
2023001039,2,70.0,2.0,2.0,7,2,4
2023001040,3,50.0,1.0,1.0,7,2,6
2023001041,3,40.0,2.0,2.0,4,2,1
2023001042,3,40.0,1.0,1.0,4,1,4
2023001043,3,70.0,9.0,4.0,3,1,4
2023001044,3,50.0,9.0,2.0,6,2,7
2023001045,3,30.0,4.0,1.0,3,1,5
2023001046,3,50.0,2.0,2.0,6,1,1
2023001047,3,20.0,1.0,1.0,6,1,1
2023001048,2,30.0,2.0,1.0,7,1,1
2023001049,3,,8.0,1.0,2,1,1
2023001050,2,30.0,1.0,1.0,6,2,6
2023001051,3,20.0,1.0,1.0,3,2,1
2023001052,3,30.0,1.0,1.0,3,1,1
2023001053,3,40.0,1.0,3.0,4,2,7
2023001054,3,60.0,1.0,1.0,2,2,5
2023001055,3,70.0,1.0,1.0,5,1,5
2023001056,3,30.0,1.0,5.0,5,1,1
2023001057,3,40.0,8.0,1.0,1,1,1
2023001058,3,70.0,1.0,2.0,4,2,1
2023001059,3,30.0,3.0,1.0,1,1,4
2023001060,3,50.0,1.0,1.0,2,1,1
2023001061,3,50.0,1.0,1.0,7,1,1
2023001062,3,30.0,1.0,4.0,5,2,4
2023001063,3,70.0,1.0,1.0,7,2,1
2023001064,3,60.0,1.0,1.0,5,1,1
2023001065,3,20.0,1.0,3.0,5,2,4
2023001066,3,30.0,1.0,5.0,1,1,1
2023001067,3,20.0,1.0,1.0,7,2,7
2023001068,2,30.0,1.0,2.0,3,1,1
2023001069,3,30.0,1.0,1.0,1,1,1
2023001070,3,30.0,1.0,1.0,7,2,1
2023001071,3,30.0,1.0,1.0,5,2,1
2023001072,3,70.0,1.0,1.0,4,1,6
2023001073,2,30.0,1.0,1.0,4,1,6
2023001074,1,20.0,1.0,1.0,6,1,7
2023001075,3,30.0,1.0,1.0,7,2,1
2023001076,3,30.0,1.0,1.0,1,1,1
2023001077,3,30.0,1.0,1.0,6,2,1
2023001078,3,30.0,1.0,4.0,6,2,1
2023001079,3,30.0,1.0,2.0,1,1,1
2023001080,3,60.0,1.0,1.0,6,2,1
2023001081,3,70.0,5.0,3.0,2,1,1
2023001082,2,30.0,2.0,1.0,1,2,1
2023001083,3,30.0,1.0,1.0,6,2,6
2023001084,3,40.0,5.0,1.0,6,1,5
2023001085,3,50.0,1.0,1.0,1,1,1
2023001086,3,30.0,1.0,2.0,5,2,1
2023001087,3,70.0,9.0,4.0,6,1,1
2023001088,2,40.0,4.0,1.0,3,1,1
2023001089,3,30.0,1.0,1.0,5,1,1
2023001090,3,40.0,1.0,1.0,3,1,4
2023001091,3,70.0,1.0,1.0,5,1,6
2023001092,3,50.0,1.0,2.0,7,1,5
2023001093,3,20.0,1.0,1.0,5,1,1
2023001094,3,30.0,1.0,1.0,2,2,1
2023001095,3,30.0,5.0,2.0,6,1,1
2023001096,3,30.0,1.0,1.0,7,1,6
2023001097,3,50.0,2.0,4.0,3,1,5
2023001098,3,60.0,1.0,1.0,5,1,1
2023001099,3,50.0,1.0,,5,1,5
2023001100,3,70.0,1.0,1.0,3,1,1
2023001101,2,30.0,1.0,1.0,7,1,1
2023001102,3,70.0,1.0,2.0,2,1,5
2023001103,3,50.0,1.0,1.0,3,2,1
2023001104,3,30.0,1.0,3.0,2,3,1
2023001105,3,50.0,1.0,1.0,7,1,1
2023001106,3,30.0,1.0,3.0,2,2,1
2023001107,3,50.0,1.0,5.0,4,1,5
2023001108,3,30.0,1.0,1.0,2,2,5
2023001109,3,30.0,1.0,1.0,4,2,5
2023001110,2,40.0,1.0,2.0,6,2,1
2023001111,3,40.0,5.0,1.0,1,2,5
2023001112,3,30.0,1.0,2.0,2,1,1
2023001113,3,20.0,1.0,1.0,3,1,1
2023001114,3,30.0,1.0,2.0,4,1,1
2023001115,3,40.0,1.0,1.0,7,2,1
2023001116,3,70.0,1.0,2.0,7,2,1
2023001117,2,70.0,1.0,1.0,1,1,1
